微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IyKyOlNc2,#微观民生# “云观展”、“云春游”…文旅行业“云复工”，新模式被市民点赞“云观展”、“云春游”…文旅行业“云复工”，新模式被市民点赞  ,,无,无,无,2020-03-15 19:22,OPPO R9,1,0,2
IyKytFN2b,#微观民生# 近日，市市场监督管理局发布泰州市2019年消费维权年度分析报告，来看看投诉举报最多的是哪些最新发布！  ,,无,无,无,2020-03-15 19:21,OPPO R9,1,1,0
IyJxHt18Q,#微观民生# 延期开学， “主播”老师们太拼了！延期开学， “主播”老师们太拼了！  ,,无,无,无,2020-03-15 16:47,OPPO R9,1,0,0
IyJxiCIfP,#微观民生# 泰州市微信排行榜周榜（3.1-3.7）泰州市微信排行榜周榜（3.1-3.7）  ,,无,无,无,2020-03-15 16:46,OPPO R9,4,0,0
IyJ5sErU7,#微观民生# 战疫前线，彰显泰州担当！今天，交汇点推出专题报道战疫前线，彰显泰州担当！今天，交汇点推出专题报道  ,,无,无,无,2020-03-15 15:37,OPPO R9,0,0,0
IyItMw5NO,#微观民生# 提醒泰州车主！这两天尽量别加油！紧急提醒泰州车主！这两天尽量别加油！  ,,无,无,无,2020-03-15 14:04,OPPO R9,1,0,0
IyItg2xvx,H5 |生而坚强！武汉隔离病房里的“毛毛”们http://t.cn/A6zXpjMh  ,,无,无,无,2020-03-15 14:03,OPPO R9,1,0,0
IyIt4dfOe,631人，全部治愈！江苏新冠肺炎在院确诊病例“动态清零”   631人，全部治愈！江苏新冠肺炎在院确诊病例“动态清零”  ,,无,无,无,2020-03-15 14:02,OPPO R9,3,0,0
IyHSt6RHh,#微观民生# 【格林美前两月产值翻番】1至2月份，格林美公司逆境突围，不仅1月份完成了既定生产目标的104.66%，2月份也达到生产目标的101.2%。至2月底，产值同比长103.84%，两款主打产品四氧化三钴、金属钴片产量同比增长188.3%、117.79%。作为一家主打生产3C数码电池用高品质四氧化三钴材料的企业。疫情发生后，格林美重点客户韩国三星公司、韩国COSMO公司因其他供应商受疫情影响无法按期交货，分别在原有订单量基础上紧急向格林美追加了100吨和90吨的需求量。面对客户的特殊需求，格林美接下了订单，并且如期完成。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcui6pxdrmj20zk0nnjwy.jpg,无,无,2020-03-15 12:32,OPPO R9,6,2,0
IyHI0rFS3,#微观民生# 【扬子江船业新接8艘集装箱船大单】面对新造船市场的疲软，扬子江船业集团主动出击，近日新斩获8艘液化天然气（LNG）动力14000标箱的集装箱船的超大订单。这份订单金额一举超过集团去年全年订单总额，为扬子江船业2020年业绩奠定了坚实基础。此次扬子江船业新承接的订单为香港船舶投资公司老虎基金和伟马集团共同下达，共计8艘14000TEU双燃料集装箱船，每艘造价约1.15亿美元，计划在2022年中期交付。 原图 ,,http://wx3.sinaimg.cn/large/be780da6ly1gcuhfx7egjj20zk0npnn4.jpg,无,无,2020-03-15 12:07,OPPO R9,0,0,1
IyHH4Ai7h,我们都有过很多“第一次”，这一次有点特殊http://t.cn/A6zSUKhw  ,,无,无,无,2020-03-15 12:04,OPPO R9,2,0,1
IyGTOoeaT,#微观民生# 泰州各大超市营业时间再调整！泰州各大超市营业时间再调整！  ,,无,无,无,2020-03-15 10:03,OPPO R9,3,0,0
IyGsCzhV1,2020年3月14日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例，新增出院病例1例。3月14日江苏无新增新型冠状病毒肺炎确诊病例  ,,无,无,无,2020-03-15 08:56,OPPO R9,2,0,1
IyGlA90z9,"#微观民生#【泰州海关：“不到场查验”保障口岸通关顺畅】疫情期间，泰州海关及时调整进出境集装箱货物查验工作方式，运用执法终端进行线上接单、任务分派、智能审图及现场查验，开设进出境货物查验""绿色通道""，在收发货人不到现场的情况下实施查验，支持进出口企业复工复产。“企业不到场协助查验”模式下，目前已累计实施""不到场""查验18批次、40标箱。 原图 ",,http://wx3.sinaimg.cn/large/be780da6gy1gcsege9myjj20hs0a00ty.jpg,无,无,2020-03-15 08:39,微博 weibo.com,4,0,0
IyGcHk4Uc,#今日天气# 早安，泰州！今天晴到多云，偏西风3级左右。今天最高气温：19℃，明晨最低气温：4～5℃。  原图 ,,http://wx4.sinaimg.cn/large/be780da6ly1gcuasnu1vgj207q058wem.jpg,无,无,2020-03-15 08:17,OPPO R9,0,0,0
IyCvo3b3h,漫画｜这，就是人民军医漫画｜这，就是人民军医  ,,无,无,无,2020-03-14 22:52,OPPO R9,1,0,0
IyCvdnwAY,疫情期间如何管理情绪？心理专家建议用这个模型来调节| 用“心”战“疫”㉜疫情期间如何管理情绪？心理专家建议用这个模型来调节| 用“心”战“疫”㉜  ,,无,无,无,2020-03-14 22:51,OPPO R9,0,0,0
IyBNT5xiX,#悟在泰州# 成功的秘诀，不在于一蹴而就，在于能否持之以恒。晚安！  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gcs3oospkjj204y04eaau.jpg,无,无,2020-03-14 21:05,微博 weibo.com,0,0,0
IyAM7qEBL,“苏康码”常见问题22问，你想知道的都在这了！“苏康码”常见问题22问，你想知道的都在这了！  ,,无,无,无,2020-03-14 18:27,OPPO R9,0,1,11
IyAt5uavk,#微观民生# 给力！战“疫”期间，泰州166名干部获提拔或晋升……给力！战“疫”期间，泰州166名干部获提拔或晋升……  ,,无,无,无,2020-03-14 17:41,OPPO R9,0,0,0
IyAsgCUTW,#微观民生#【扬桩金源管业公司产能稳步恢复】连日来，江苏扬桩金源管业100多名河南、东北等地的工人结束隔离期，陆续返工到岗。扬桩金源管业是一家预制构件产业化综合性企业，企业复产后备足原料，正在逐步扩大产能，目前市场需求量比较大，在手订单供不应求。  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcsefmgqdaj20hs0a0ac6.jpg,无,无,2020-03-14 17:39,微博 weibo.com,0,0,1
IyA7adDLP,#微观民生#【扬子鑫福造船20.8万吨散货轮出海试航】扬子鑫福建造的20.8万吨散货轮12日离开码头，去近海试航。这艘货轮春节前就处于试航状态，受疫情影响，部分参加试航人员不能及时到岗，企业一手抓好疫情防控，一手抓好试航人员培训，确保如期试航、按期交船。这艘散货轮全长299米，型宽45米。试航期间，将完成主机负荷试验和操纵性能试验、航速测试、压载水处理装置等近40项试验，所有试航项目预计五天内完成，之后从浙江舟山返航到太仓港交付给船东。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gcsef6iqagj20fl07u0v1.jpg,无,无,2020-03-14 16:47,微博 weibo.com,4,0,0
IyzKQ8WIc,#微观民生#【48万志愿者投身疫情防控】疫情就是命令，防控就是责任。我市广泛发动志愿服务组织，开展疫情防控暖心行动。目前，全市1269个志愿服务组织、近48万志愿者投身疫情防控工作，开展志愿劝导、义务宣传、入户走访、卡口执勤、卫生清洁、情感联络、困难帮扶等志愿服务活动7400多场。其中，包括开展爱心帮扶活动3100多场，有5200多个困难家庭得到及时帮助。 ,,无,无,无,2020-03-14 15:52,微博 weibo.com,0,0,1
IyzpkgESy,#微观民生#【植树复绿，泰州长江生态廊道建设工程全面复工】2020年，泰州计划将继续修复13公里长江岸线。受疫情影响，今年的长江岸线修复工作于3月8号全面启动，目前沿江4公里内共120多名工人开展生态文明教育基地、江滩湿地工程内的栽种树木和水生植物、铺装景观等工作。到2025年，长江岸边绿化将全面完成，实现应绿尽绿，森林质量明显提升。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcsee3jwpoj20zk0k03zq.jpg,无,无,2020-03-14 14:59,微博 weibo.com,3,1,1
Iyz1MxBzO,#微观民生#【离退休党员干部助力疫情防控】捐款捐物、热心宣传、参与值守……为助力疫情防控，我市广大离退休党员干部退休不褪色，用实际行动践行初心使命、书写为民情怀，谱写出一曲曲激昂的“战疫”之歌。  ,,无,无,无,2020-03-14 14:01,微博 weibo.com,1,0,0
IyyoUgkGe,【两手抓两手硬】多措并举江苏服务业规上企业复工面达87%_荔枝网新闻  【两手抓 两手硬】多措并举 江苏服务业规上企业复工面达87%  ,,无,无,无,2020-03-14 12:25,OPPO R9,0,0,0
IyyoFtk4m,与时间赛跑！江苏全面加快交通建设项目复工开工与时间赛跑！江苏全面加快交通建设项目复工开工  ,,无,无,无,2020-03-14 12:24,OPPO R9,0,0,1
Iyyoj0mEn,江苏省委书记娄勤俭署名文章：疫情防控不松劲推动发展再加力  江苏省委书记娄勤俭署名文章：疫情防控不松劲 推动发展再加力  ,,无,无,无,2020-03-14 12:23,OPPO R9,0,1,2
Iyyocv92t,抗疫“大战”发展“大考”当前，江苏开打“作风牌”抗疫“大战”发展“大考”当前，江苏开打“作风牌”  ,,无,无,无,2020-03-14 12:23,OPPO R9,0,0,0
IyynTAOFy,新！江苏省委常委会对疫情防控和推动发展作出部署  最新！江苏省委常委会对疫情防控和推动发展作出部署  ,,无,无,无,2020-03-14 12:22,OPPO R9,0,0,1
IyymyzeAK,新华书房2020年第一季度10本好书正式出炉新华书房2020年第一季度10本好书正式出炉  ,,无,无,无,2020-03-14 12:19,OPPO R9,0,0,0
Iyy8ZgTx1,#微观民生#【疫情过后九成泰州人计划“补偿”消费】新冠肺炎疫情严重冲击了第三产业，“吃、游、看、 运 、学 ”多行业消费“急踩刹车”。眼下，疫情防控已呈持续向好的态势。疫情后消费者的消费意愿如何？省消保委发布《新冠肺炎疫情对江苏省居民消费意愿的影响调查报告》，称近九成受访者会有补偿性消费，约饭、买衣买鞋买包、观影K歌、运动撸铁和外出旅游成为优选。其中“看啥都要买”的“报复性消费”大户也包括了泰州（90.4%），80后、90后和00 后消费意愿更为强烈。 ,,无,无,无,2020-03-14 11:46,微博 weibo.com,1,0,0
IyxLR1Cpi,#微观民生#【医药高新区实验小学今年秋学期开始招生】泰州医药高新区实验小学今年秋学期正式开班招生，一年级将按学区划分，招收施教区内的适龄儿童入学。学区内已在其他学校就读的学生，遵循自愿原则接受分流。列入高新区“人才计划项目”的“113”“双创人才”等高层次人才子女，优先照顾入学。泰州医药高新区实验小学是一所新建的高起点、高标准、高品位的现代化公办小学，位于中国医药城核心区域，校区总用地面积约60亩，总建筑面积约4万平方米。学校建设规模为6轨36个班，可以容纳1620名学生。 ,,无,无,无,2020-03-14 10:49,微博 weibo.com,0,0,2
Iyxql9UjX,#微观民生#【“联企医生”筑牢复工复产“防疫墙”】“在阻击新冠肺炎疫情关键时期，我们坚持一手抓疫情防控、一手抓复工复产，以更精准更专业的‘联企医生’服务助推企业加速复工复产。”“联企医生”上门，为企业提供出入口管理、复工防护方案、消毒物资储备、消毒技术等方面的指导，这是高港区卫健委精准服务助推企业复工复产的一项特色举措。“联企医生”被派驻到企业，发挥着疫情防控工作健康管理信息员、防控工作指导员、就医接诊联络员“三大员”作用。 ,,无,无,无,2020-03-14 09:56,微博 weibo.com,1,0,1
IyxjeemsA,#微观民生# 暖企行动进行时！泰州这些部门合力助推复工复产暖企行动进行时！泰州这些部门合力助推复工复产  ,,无,无,无,2020-03-14 09:38,OPPO R9,1,0,0
IywWH9qc9,2020年3月13日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。1例重型病例转为普通型病例。3月13日江苏无新增新型冠状病毒肺炎确诊病例  ,,无,无,无,2020-03-14 08:43,OPPO R9,3,0,1
IywUh63gm,#微观民生#【市行政审批局对药械经营企业实行“两证联办”】市行政审批局日前下发《关于新冠肺炎疫情防控期间优化药械经营许可的通知》，对泰州地区的药械经营企业来说真是个好消息，对同时办理药品经营许可和医疗器械经营许可的企业改“串联审批”为 “两证联办”的“并联审批”。原先，全部环节审批完成需要85个工作日，而今后，大约只要12个工作日。 ,,无,无,无,2020-03-14 08:37,微博 weibo.com,0,0,0
IywAA6nPP,#今日天气# 早安，泰州！今天晴到多云，偏西风3到4级。今天最高气温：14℃，明晨最低气温：4℃。  原图 ,,http://wx2.sinaimg.cn/large/be780da6gy1gct4cm0wpjj208t06g0ss.jpg,无,无,2020-03-14 07:48,OPPO R9,0,0,0
Iysp11ICf,#悟在泰州# 最暗的夜，才能遇见最美的星光，人生也是如此。晚安！  原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gcs3lro28aj206m066gny.jpg,无,无,2020-03-13 21:09,微博 weibo.com,10,1,1
Iys4IsDll,#微观民生# 短短一个多月，27万工人实现复工，怎么做到的？短短一个多月，27万工人实现复工，怎么做到的？  ,,无,无,无,2020-03-13 20:19,OPPO R9,2,0,0
Iys4fgLWi,#微观民生# 今天下午，江苏省教育厅发布了关于做好2020年春季学期中小学教科书发放工作的通知省教育厅最新通知！今天发布……  ,,无,无,无,2020-03-13 20:17,OPPO R9,0,0,1
Iyr51mlew,#微观民生#【植树美化环境】阳春三月，大地复苏，春意盎然，在植树节来临之际，海陵区城中街道周桥社区志愿者在玉带河边栽下28棵桂花树和樱花树，美化社区环境。  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcs3jxedfbj20b408ctc9.jpg,无,无,2020-03-13 17:47,微博 weibo.com,4,0,0
IyqMlBNvY,#微观民生#【我市启动春季重大动物疫病集中防疫行动】为切实抓好动物疫病防控工作，市农业农村局下发通知在全市启动春季重大动物疫病集中防疫行动。本次行动围绕“力争不发生、确保不流行”的总体要求和目标，主要内容包括抓好重大动物疫病的免疫与监测、落实综合防控措施、强化应急管理工作。行动将持续至4月底。 ,,无,无,无,2020-03-13 17:01,微博 weibo.com,3,0,0
IyquuqJZa,#微观民生#【姜堰266家外贸企业复工复产】连日来，位于姜堰经济开发区的五行科技股份有限公司，400多名本地职工日夜奋战，歇人不歇机，开足马力赶制在手的6000多万元欧美订单，每天产值120多万元，恢复到了节前的产能水平。这是姜堰外贸企业复工复产的一个缩影。该区共有272家外贸企业，日前已有266家外贸企业复工复产。 ,,无,无,无,2020-03-13 16:17,微博 weibo.com,2,0,0
IyqcDdxcr,#微观民生#【我市外包工程营业额居全省第三】面对全球经济增速放缓、贸易保护主义抬头等不利因素，我市企业沉着应对，抢抓“一带一路”倡议带来的机遇，走出了逆势上扬的轨迹。2019年，我市企业加快“走出去”，对外承包工程完成营业额6.7亿美元，在全省位居第三。  原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gcs3i1r76tj20b4089ad4.jpg,无,无,2020-03-13 15:33,微博 weibo.com,1,0,3
Iyq3iiuAv,e起战疫|餐饮堂食的“安全距离”-扬眼e起战疫|餐饮堂食的“安全距离”  ,,无,无,无,2020-03-13 15:10,微博 weibo.com,0,0,0
Iyq1FzR59,战“疫”最前线丨迎着病毒上，他们在“战场”里“侦察排雷”战“疫”最前线丨迎“毒”而上，他们在“战场”上“侦察排雷”  ,,无,无,无,2020-03-13 15:06,微博 weibo.com,0,0,0
IypYPtjtj,【两手抓 两手硬】江苏各地重点企业、重大项目加快推进生产建设进度【两手抓 两手硬】江苏各地重点企业、重大项目加快推进生产建设进度  ,,无,无,无,2020-03-13 14:59,微博 weibo.com,0,0,0
IypUmynNC,#微观民生#【姜堰开展镇级河道“两违”清零行动】连日来，姜堰区张甸镇钱垛河样板生态河建设现场，工人们铺设河坡草皮，给绿化树木刷白，取缔20多处“两违”违建设施，再现“岸美河畅”新景观。这是姜堰开展河湖“两违”问题专项整治的缩影。为巩固和拓展河湖“两违”专项整治成果，今年，姜堰水利局决定将整治范围向镇级河道延伸覆盖，对境内256条镇级河道实施“两违”清零行动，确保两年任务一年完成。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gcqyq9xlyij20b402wgm8.jpg,无,无,2020-03-13 14:48,微博 weibo.com,1,0,0
IypT9c7I1,严厉程度空前的决定如何落地？江苏将这样管“野味”产业严厉程度空前的决定如何落地？江苏将这样管“野味”产业  ,,无,无,无,2020-03-13 14:45,微博 weibo.com,0,0,0
IypPeludb,治患者最多 收治疗程最短 收治病种最复杂——江苏中医“国家队”贡献江苏“药方”收治患者最多 收治疗程最短 收治病种最复杂——江苏中医“国家队”贡献江苏“药方”  ,,无,无,无,2020-03-13 14:35,360安全浏览器,2,0,0
IypP65xxc,全省扶贫开发工作会议召开 奋力夺取脱贫攻坚战的全面胜利 会议传达娄勤俭吴政隆要求 任振鹤出席全省扶贫开发工作会议召开 奋力夺取脱贫攻坚战的全面胜利 会议传达娄勤俭吴政隆要求 任振鹤出席  ,,无,无,无,2020-03-13 14:35,360安全浏览器,0,0,0
IypBi3edG,#微观民生#【阜兴泰高速建湖至兴化段环评获批】江苏省生态环境厅日前公布《关于对阜兴泰高速公路建湖至兴化段工程环境影响报告书的批复》，这标志着阜兴泰高速公路建湖至兴化段工程前期工作又向前迈进了一大步。阜兴泰高速公路建湖至兴化段工程路线起自阜建高速终点九龙口枢纽，终点顺接兴泰高速公路。途经盐城的建湖县和盐都区，泰州的兴化市，总长71.72公里，其中盐都段约19公里、建湖段约16公里、兴化段约38公里，全线均为新建段。项目将新建双向四车道高速公路，设计车速为120公里/小时，全线路基宽度27米。扩建1处枢纽和1处互通，新建5处互通，新建2处服务区。工程总投资117.791亿元。 ,,无,无,无,2020-03-13 14:01,微博 weibo.com,6,0,2
Iypoj7xVV,#微观民生# 扬子江船业接到大单，金额超过去年全年！扬子江船业接到大单，金额超过去年全年！  ,,无,无,无,2020-03-13 13:29,微博 weibo.com,1,0,0
Iyp4po5kh,#微观民生# 2020年清明节放假安排2020年清明节放假安排  ,,无,无,无,2020-03-13 12:40,微博 weibo.com,1,1,2
IyoNLA8O0,#微观民生#【积极献血诠释担当】 受疫情影响，临床供血逐渐紧张，泰兴市一线治疗用血全面告急。近日，泰兴市城管局干部职工积极参与献血，他们用实际行动诠释“城管担当”。  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcqypiq1b7j20b40etwht.jpg,无,无,2020-03-13 11:59,微博 weibo.com,1,0,0
IyoBbqYkY,#微观民生#【溱潼古山茶树开花了】“山花山开春未归，春归正值花盛时。”姜堰区溱潼镇万朵古山茶树植于宋代，其树龄之高、树径之粗、花期之长全国罕见，被誉为“全球茶花王”，同时也入选上海“大世界基尼斯之最”。据悉，溱潼古山茶已先后与云南丽江古山茶、台湾阳明山古山茶结为“姐妹花”和“团圆树”。日前，受暖冬影响，这株古山茶已早早开了花。图为人们在溱潼镇一古民居内欣赏绽放的古山茶花。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcqyp1qbt4j20b407o0vy.jpg,无,无,2020-03-13 11:28,微博 weibo.com,4,1,1
IyorQAIZj,#微观民生#【高新区以“一号工程”助力“二次创业”】 3月12日，医药高新区连续举行泰州国际精准健康中心首批项目集中开工仪式、大健康产业项目集中签约仪式，以及复工复产“云投资”对接会。这次集中开工的10个项目，计划总投资115.6亿元，平均单体投资规模达10亿元以上，包括泰州国际精准健康中心的核心区、临床应用平台、孵化基地、养生医疗基地、商业配套等重点工程，将把国际精准健康中心建设成为中国医药城研发、制造、服务的核心功能区域，长三角医药医疗领域协作的示范基地，泰州大健康产业国际化的重要窗口。 原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gcs3h64ss0j20m80cowkb.jpg,无,无,2020-03-13 11:05,微博 weibo.com,2,0,0
IyojkfGn8,#微观民生#【独生子女一次性奖励金可申请登记】根据相关文件精神，决定对泰州城区 2019 年度办理退休手续并持有独生子女父母光荣证的企业退休职工，开展一次性奖励集中申请登记工作。申请登记时间为2020年3月1日至31日。申请人可到户籍或居住地社区居（村）委会进行 申请，外地户籍的到原工作单位所在社区居（村）委 会申请，填写《泰州市区持证退休职工一次性奖励申请表》，并报社区居（村）委会和街道办事处（乡镇人民政府）审核，签署审核意见。 ,,无,无,无,2020-03-13 10:44,微博 weibo.com,4,1,2
IyoiWjb55,#微观民生# 关于对低收入家庭中大重病患者按照单人户纳入最低生活保障的通知最新通知！泰州四部门联合发布……  ,,无,无,无,2020-03-13 10:43,360安全浏览器,1,0,0
Iyo0fnCuD,#微观民生#【3人上榜2月“江苏好人榜”】2020 年2月“江苏好人榜”近日发布，泰州有三人光荣入榜。分别是：克服腰部不适跪守指挥室调度防控排查工作的80后民警黄佑山，组织学生创作疫情防控宣传小视频 3000 余条的小学校长姚恒章，为抗击疫情错过母亲病重弥留之际的基层卫生工作者陈同锁。  ,,无,无,无,2020-03-13 09:57,微博 weibo.com,1,0,0
IynDLfuZZ,2020年3月12日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例2例。3月12日江苏无新增新型冠状病毒肺炎确诊病例  ,,无,无,无,2020-03-13 09:01,OPPO R9,4,0,2
IynrKk1wi,#微观民生#【我市两级供销合作部门定向捐赠30吨“兴化大米”】3月10日，装载着30 吨“兴化大米”的物流专车从兴化出发，驶向湖北省黄石市，为奋战在疫情防控一线的黄石人民提供物资帮助。  ,,无,无,无,2020-03-13 08:32,微博 weibo.com,9,0,1
Iyn3v8Evb,#今日天气# 早安，泰州！今天白天阴到多云，有时有零星小雨，夜里多云。东北风4到5级，阵风6级。今天最高气温：12℃左右，明晨最低气温：2～3℃。  原图 ,,http://wx2.sinaimg.cn/large/be780da6ly1gcry9ftoaxj208m062mx2.jpg,无,无,2020-03-13 07:32,OPPO R9,1,0,0
IyiYwaRzO,#悟在泰州# 最幸福的事，不是活得像别人，而是努力之后，活得更像自己。晚安！  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcqyt0keebj207c05nmy8.jpg,无,无,2020-03-12 21:09,微博 weibo.com,0,1,0
IyiLUi2iQ,#微观民生# 停水通知！这些地方请提前做好准备……停水通知！这些地方请提前做好准备……  ,,无,无,无,2020-03-12 20:37,OPPO R9,2,0,0
IyiKkrYc3,#微观民生# 泰州战“疫”第二批“骏马奖”来了！有医务人员，还有社区工作者……泰州战“疫”第二批“骏马奖”来了！有医务人员，还有社区工作者……  ,,无,无,无,2020-03-12 20:34,OPPO R9,0,0,0
Iyi4X24bZ,确保“舌尖上的安全”，未来5年江苏将干这些事！确保“舌尖上的安全”，未来5年江苏将干这些事！  ,,无,无,无,2020-03-12 18:52,OPPO R9,0,0,0
Iyi1gkloa,无名英雄｜心理战队：给武汉疗伤  无名英雄｜心理战队：给武汉疗伤  ,,无,无,无,2020-03-12 18:43,OPPO R9,0,0,0
Iyi14a40S,播种绿色希望，描绘生态画卷，这些徐州人了不得！ http://t.cn/A6ztUC3m  ,,无,无,无,2020-03-12 18:42,OPPO R9,0,0,0
Iyi0PmOp8,【新时代 新作为 新篇章】今年产值超千亿！苏州工业园区打造全球生物医药标杆 http://t.cn/A6ztUj2R  ,,无,无,无,2020-03-12 18:42,OPPO R9,0,0,0
Iyi0D11jP,无锡：物联网之城的抗“疫”智慧无锡：物联网之城的抗“疫”智慧  ,,无,无,无,2020-03-12 18:41,OPPO R9,0,0,0
Iyi0iz9Vo,75名队员26个日夜创多项之“最” 武汉江夏中医方舱医院刻下“江苏”印记75名队员26个日夜创多项之“最” 武汉江夏中医方舱医院刻下“江苏”印记  ,,无,无,无,2020-03-12 18:40,OPPO R9,0,0,0
IyhRwhQGj,《86%、51252、5988万》86%、51252、5988万  ,,无,无,无,2020-03-12 18:19,360安全浏览器,0,0,1
IyhG9f14z,#微观民生#【凤凰街道“保姆式”服务企业复工复产】派驻“驻厂员”一对一指导、帮助买酒精口罩、24小时审批复工申请……在抓好“抗疫”工作的同时，医药高新区凤凰街道为企业复工复产提供了“保姆式”“一条龙”服务。目前，辖区内的2000余家企业全部复工。  ,,无,无,无,2020-03-12 17:51,微博 weibo.com,0,0,0
IyhmFju51,#微观民生#【我市首家养老机构返院集中隔离观察点启用】为满足住养老人重返养老机构需求，经过相关改造，市福利中心返院集中隔离观察点10日正式启用，老人在隔离点的食宿费用不需要额外支付。隔离点设在市区某酒店，设有集中观察区域和物资清运递送区，辟有留观人员通道、医疗垃圾通道、生活污物通道、餐饮配送通道；采取定期消毒、关闭中央空调、封闭朝内门窗等措施，同时配有医护人员提供专业照护。 ,,无,无,无,2020-03-12 17:03,微博 weibo.com,1,0,0
Iyh4oDehc,#微观民生#【市区今年新开工41个景观绿化提升项目】增绿添绿，还绿于民。今年，泰州市区计划新开工41个景观绿化提升项目，预计新增190万平方米绿地面积。41个景观绿化提升项目中，7个项目列入了泰州市2020年基础设施项目建设计划项目，分别是：园林绿化提档升级工程、京泰路绿带、天德湖公园景观综合提升工程、南凤城河绿道景观工程、运河路绿化、永定路西段快速化改造景观绿化提升工程、拆墙透绿工程。园林绿化提档升级工程包括对迎宾路线海军大道、梅兰东路、济川路、长江大道、海陵路等8条主次干道进行重要节点提升改造及周边现有绿地、公园等基础设施进行提升改造等。 [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/be780da6gy1gcqyl2pwl5j20b408c0wq.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gcqyl2no7vj20b407u77g.jpg",无,无,2020-03-12 16:18,微博 weibo.com,1,1,0
IygM8lQg3,#微观民生#【高新区智能电力装备制造产业基地获评“国字号”】近日，科技部火炬中心公布2020年第一批国家火炬特色产业基地名单，泰州医药高新区智能电力装备制造特色产业基地榜上有名。近年来，泰州医药高新区大力培育智能电力装备制造产业，依托产业基础与技术优势，不断加大投入力度，走出了一条特色化、智能化的发展道路。园区现有江苏南瑞泰事达电器有限公司工程技术中心、泰州新源电工器材有限公司工程中心等12个省级以上研发机构，集聚了产业链配套企业40余家，其中高新技术企业14家。 ,,无,无,无,2020-03-12 15:33,微博 weibo.com,0,0,0
IygtS2iuc,#微观民生#【泰州市中医院开设线上“妈妈课堂”】疫情防控期间，泰州市中医院产科在做好疫情防控措施、抓好日常接诊工作 的同时，针对孕妈开展“妈妈课堂”线上课程，让孕妈们在家就能学到孕产知识。春节以来，有300个“鼠宝宝”在该院降生，比平时还要多，且母婴平安。  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcpsh6uvfej209a06ldj9.jpg,无,无,2020-03-12 14:48,微博 weibo.com,1,0,1
IygaNcA6Z,#微观民生#【姜堰实施绿化造林1600亩】一年之计在于春，正值绿化大好时节，姜堰区坚持疫情防控和造林绿化两手抓、两不误，在做好疫情防控的同时，统筹推进春季植树造林工作。截至目前，姜堰已实施绿化造林面积1600亩，完成市交目标任务的64%，预计全年造林面积将突破5000亩。  ,,无,无,无,2020-03-12 14:01,微博 weibo.com,1,0,1
IyfPXAimV,居家防疫如何保持身心健康？心理学专家说要做到“7个好” | 用“心”战“疫” ㉙居家防疫如何保持身心健康？心理学专家说要做到“7个好” | 用“心”战“疫” ㉙  ,,无,无,无,2020-03-12 13:09,360安全浏览器,0,0,0
Iyfz66LSm,#微观民生# 关于主城区部分公交线路开通运营的通告明天起，主城区又有10条公交线路逐步开通  ,,无,无,无,2020-03-12 12:28,OPPO R9,0,0,5
IyfpIjZ4g,#权威发布# 当前，城建、交通重点工程复工情况如何，项目建设还存在哪些困难？昨天，市长朱立凡带领相关部门负责人专题调研部分城建、交通重点工程。他强调，重点工程事关城市建设和人民生活，要在严格落实疫情防控各项措施前提下，以深入推进“城建惠民”两年行动计划为契机，精心谋划、周密安排，进一步加快重点工程建设进度，坚持苦干实干加巧干，努力干出美丽城市新形象。 ,,无,无,无,2020-03-12 12:05,微博 weibo.com,0,0,0
IyfeKoc4Z,#微观民生#【春帆岩盐气溶胶治疗仪面世】江苏春帆生物科技有限公司新品岩盐气溶胶治疗仪3月10日正式面世，可治疗呼吸系统疾病。首批4台治疗仪已第一时间捐给武汉第一医院，驰援疫情。岩盐气溶胶疗法是利用干燥的岩盐气溶胶微粒的物理、化学特性达到治疗效果。作为非药物疗法，国外最早应用于呼吸系统疾病的治疗，包括成人及儿童哮喘、慢性阻塞性疾病与支气管炎、肺气肿、尘肺病、祛痰作用等。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gcqxjm1oa2j20b4074di5.jpg,无,无,2020-03-12 11:38,微博 weibo.com,3,0,0
